complex-name,gb-complex-etot,gb-complex-1-4-eel,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-1-4-eel,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-1-4-eel,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg,enthalpy-gb,entropy
3jup,-15333.5892,8659.7679,-20531.8168,-3536.2255,74.6852,-15317.0608,8677.6802,-20497.516,-3572.7144,75.4894,-35.65,-17.9124,-4.8405,-15.1308,2.2336,-27128.0333,-3180.6203,-20531.8168,-3490.2815,74.6852,-27085.8379,-3133.808,-20497.516,-3530.0033,75.4894,-21.1351,-3.1691,-4.8405,-15.3592,2.2336,-7.709054891,-24.5216,-16.812545109
3juq,-15435.4034,8632.2125,-20660.5251,-3482.1907,75.0999,-15376.9487,8628.5222,-20542.847,-3538.6571,76.0332,-73.1027,3.6903,1.849,-80.9252,2.2832,-27181.3164,-3156.6503,-20660.5251,-3439.2409,75.0999,-27078.3944,-3113.5925,-20542.847,-3497.9881,76.0332,-74.9384,-0.2769,1.849,-78.7937,2.2832,,-28.1329000000005,-28.1329000000005
3jvr,-10694.337,10988.9893,-17742.6389,-4007.1681,66.4807,-10611.5263,11041.2824,-17695.234,-4024.2065,66.6318,-87.7955,-52.2931,-17.2241,-21.2549,2.9765,-24190.8278,-2556.7106,-17742.6389,-3957.959,66.4807,-24122.2306,-2515.0745,-17695.234,-3978.5539,66.6318,-37.6709,-2.8671,-17.2241,-20.5562,2.9765,-7.902472039,-33.7842000000001,-25.8817279610001
3jvs,-10594.6554,10966.9072,-17561.3023,-4067.297,67.0367,-10551.0556,10894.5981,-17442.0639,-4070.7314,67.1416,-48.904,72.3091,-97.8514,-26.8084,3.4468,-24057.7317,-2538.6436,-17561.3023,-4024.8226,67.0367,-23895.9127,-2491.5564,-17442.0639,-4029.434,67.1416,-123.2266,-1.9059,-97.8514,-26.9161,3.4468,-9.035343905,-39.8770999999997,-30.8417560949997
3jy0,-11762.7194,9939.0897,-17175.7462,-4592.2249,66.162,-11685.2214,9985.8896,-16871.7217,-4866.4931,67.1038,-102.8867,-46.7999,18.697,-77.5365,2.7526,-24389.0755,-2704.5847,-17175.7462,-4574.9067,66.162,-24306.524,-2656.3361,-16871.7217,-4845.5699,67.1037,-59.2105,-4.0344,18.697,-76.6257,2.7526,-11.46687376,-18.825499999999,-7.35862623999901
3jya,-11735.7561,9665.3368,-16675.4968,-4790.0944,64.4984,-11617.1873,9841.4143,-16718.7778,-4805.0768,65.2529,-136.5282,-176.0775,54.8702,-17.3316,2.0108,-24113.775,-2741.1756,-16675.4968,-4761.601,64.4984,-24135.8026,-2702.9515,-16718.7778,-4779.3262,65.2529,38.9274,-1.4094,54.8702,-16.5442,2.0108,-9.518886774,-18.8553000000011,-9.33641322600108
3jyr,-12329.7005,20502.9094,-29344.9455,-3563.6309,75.9665,-12391.7273,20009.0226,-28811.8713,-3666.4304,77.5518,35.3274,493.8868,-336.6384,-126.1288,4.2078,-36491.7421,-3710.836,-29344.9455,-3511.9271,75.9665,-35972.7306,-3629.2572,-28811.8713,-3609.1539,77.5518,-490.0354,-15.787,-336.6384,-141.8178,4.2078,-7.653792849,-39.0923999999995,-31.4386071509995
3jzg,-14476.2048,15692.9624,-26495.749,-3751.2727,77.8544,-14338.0985,15376.4287,-26074.9188,-3716.8626,77.2542,-153.1814,316.5338,-234.0809,-240.006,4.3717,-33758.2685,-3622.969,-26495.749,-3717.4049,77.8544,-33248.1391,-3565.2128,-26074.9188,-3685.2617,77.2542,-476.4551,-11.057,-234.0809,-235.6889,4.3717,,-31.6241000000009,-31.6241000000009
3jzh,-14511.9237,15822.0574,-26500.4426,-3911.8546,78.3161,-14287.4538,15266.9386,-26008.1648,-3623.7035,77.476,-274.1181,555.1188,-527.578,-306.7762,5.1173,-33974.0824,-3681.0634,-26500.4426,-3870.8926,78.3161,-33132.1081,-3610.2331,-26008.1648,-3591.1861,77.476,-841.5933,-16.86,-527.578,-302.2727,5.1173,-4.69727359,-4.32209999999759,0.37517359000241
3jzj,-13393.1106,20026.5118,-28570.7393,-4924.7697,75.8866,-13478.0896,19543.1089,-27921.0999,-5177.5588,77.4602,35.9696,483.4029,-317.7161,-133.857,4.1398,-37211.2286,-3829.1768,-28570.7393,-4887.1991,75.8866,-36721.2133,-3742.0812,-27921.0999,-5135.4924,77.4602,-479.9003,-15.2533,-317.7161,-151.0708,4.1398,-4.987399311,-22.8329000000012,-17.8455006890012
3k00,-13407.7785,20028.3798,-28418.8969,-5093.4316,76.1702,-13509.5583,19538.3553,-27969.9378,-5155.6756,77.6999,65.6409,490.0245,-338.8952,-89.5297,4.0413,-37218.48,-3826.2707,-28418.8969,-5049.4827,76.1702,-36742.187,-3740.9047,-27969.9378,-5109.0443,77.6999,-453.0726,-12.4333,-338.8952,-105.7854,4.0413,-7.971549592,-36.7938000000031,-28.8222504080031
3k02,-13357.5801,20149.0539,-28631.6751,-4951.4571,76.4981,-13486.3709,19543.8781,-27941.0718,-5167.1653,77.9881,65.0362,605.1758,-399.0203,-146.1305,5.0112,-37285.048,-3831.7764,-28631.6751,-4898.0946,76.4981,-36718.164,-3737.153,-27941.0718,-5117.9272,77.9881,-580.1867,-18.475,-399.0203,-167.7026,5.0112,-6.907755279,-12.393799999998,-5.48604472099801
3k37,-54075.3025,72157.5256,-113868.6921,-12581.474,217.338,-53803.8545,72463.2215,-113816.5092,-12668.8137,218.2469,-253.1074,-305.6959,145.7155,-95.9561,2.829,-116739.679,9313.2468,-113868.6921,-12401.5718,217.338,-116727.6548,9363.8494,-113816.5092,-12493.2418,218.2469,46.5451,-7.1178,145.7155,-94.8817,2.829,-12.32343542,-61.8253999999943,-49.5019645799943
3k4d,-90892.5607,99815.5531,-143906.9173,-47179.9171,378.7206,-90893.8435,99592.6005,-144333.7498,-46531.8499,379.1557,-44.6884,222.9526,-172.866,-96.4525,1.6775,-214092.3218,-23844.4315,-143906.9173,-46719.6936,378.7206,-213853.3276,-23821.0609,-144333.7498,-46077.6726,379.1557,-271.0548,-1.7495,-172.866,-98.1168,1.6775,-7.059725895,24.350099999996,31.409825894996
3k5i,-29294.211,32683.8431,-52742.1741,-9374.9075,139.0275,-29077.0573,32840.0352,-52617.6939,-9438.7245,139.3258,-229.5951,-156.1922,32.8903,-108.7258,2.4326,-69297.0273,-7440.1195,-52742.1741,-9253.7612,139.0275,-69217.5028,-7412.7916,-52617.6939,-9326.3431,139.3258,-76.8476,-2.8009,32.8903,-109.3697,2.4326,,-12.0855999999985,-12.0855999999985
3k5v,-10996.7482,13478.2632,-20134.2497,-4415.1269,74.3652,-10741.0969,13828.5214,-20223.6975,-4420.6923,74.7714,-274.2659,-350.2583,99.7611,-26.9053,3.1367,-27211.0281,-2779.1128,-20134.2497,-4372.0308,74.3652,-27259.5599,-2732.9453,-20223.6975,-4377.6885,74.7714,76.5764,-0.5194,99.7611,-25.8019,3.1367,-8.703771652,-27.0335000000014,-18.3297283480014
3k5x,-16614.115,13760.0137,-23660.5983,-6787.6173,74.0869,-16722.5674,13321.2675,-23075.8733,-7042.6447,74.6831,-119.8158,438.7462,-456.3979,-104.2637,2.0997,-34250.3787,-3950.1469,-23660.5983,-6713.7204,74.0869,-33873.2552,-3912.1658,-23075.8733,-6959.8992,74.6831,-557.0493,-1.2576,-456.3979,-101.4936,2.0997,-8.855742268,191.544699999999,200.400442267999
3k8c,-24347.0591,22105.8106,-40583.3364,-5975.7105,106.1773,-24179.2257,22158.7452,-40452.7618,-5991.9044,106.6953,-187.8056,-52.9347,-77.4342,-59.3843,1.9476,-52577.9195,-6266.2304,-40583.3364,-5834.53,106.1773,-52433.8117,-6241.7213,-40452.7618,-5846.0239,106.6953,-137.7414,-1.3829,-77.4342,-60.8719,1.9476,-4.034129083,-3.15399999999863,0.880129083001368
3k8o,-33247.0868,32926.7621,-58765.5305,-7555.0255,146.707,-33216.8146,32841.179,-58586.5907,-7618.7368,147.3339,-55.0067,85.5831,-59.93,-82.9852,2.3253,-74527.8861,-8446.5184,-58765.5305,-7462.5442,146.707,-74390.502,-8398.542,-58586.5907,-7552.7032,147.3339,-149.2304,-3.902,-59.93,-87.7238,2.3253,-15.29377019,-19.339899999999,-4.04612980999903
3k8q,-33465.339,33635.4432,-58517.6932,-8739.5626,156.4736,-33328.3527,33661.2908,-58313.966,-8832.8198,157.1422,-145.4855,-25.8476,-43.2555,-78.6129,2.2306,-75465.8613,-8463.7324,-58517.6932,-8640.9093,156.4736,-75318.3743,-8418.2616,-58313.966,-8743.289,157.1422,-123.8559,-4.4847,-43.2555,-78.3462,2.2306,-15.58389591,-32.4868999999962,-16.9030040899962
3kek,-4928.8893,8890.0413,-10574.4112,-3291.6967,47.1774,-4851.2451,8736.0374,-10414.0094,-3221.7486,48.4754,-100.1153,154.0038,-162.0822,-95.9594,3.9225,-15302.0843,-1539.0544,-10574.4112,-3235.7961,47.1774,-14999.4295,-1463.2549,-10414.0094,-3170.6407,48.4754,-257.1084,-5.6684,-162.0822,-93.2803,3.9225,-11.54976683,-47.6599999999999,-36.1102331699999
3kgp,-8276.9676,9461.0067,-15585.7746,-2205.2144,53.0147,-8206.6811,9410.2449,-15451.4608,-2218.8901,53.4249,-84.9897,50.7618,-64.6868,-72.8185,1.7537,-15740.8144,1992.4602,-15585.7746,-2200.5147,53.0147,-15586.0519,2026.2874,-15451.4608,-2214.3034,53.4249,-134.3612,-0.9574,-64.6868,-70.4707,1.7537,-3.550586213,-18.1666000000005,-14.6160137870005
3kgq,-10482.92,13862.4357,-21229.1099,-3173.7275,57.4817,-10462.648,13733.5539,-21455.0799,-2799.0113,57.8893,-249.023,128.8818,97.0803,-476.657,1.672,-26565.5819,-2355.2699,-21229.1099,-3038.6839,57.4817,-26497.6081,-2334.1243,-21455.0799,-2766.2932,57.8893,-370.5339,-1.6468,97.0803,-467.6394,1.672,-3.177567428,209.252199999999,212.429767427999
3kgt,-15674.5336,21871.5493,-31798.7008,-5841.187,93.805,-15552.9243,22145.3653,-31936.252,-5856.848,94.8106,-158.1464,-273.816,141.1077,-27.8377,2.3996,-41789.5273,-4298.0435,-31798.7008,-5786.588,93.805,-41914.6005,-4266.7676,-31936.252,-5806.3915,94.8106,111.5095,-1.8384,141.1077,-30.1594,2.3996,-7.612346317,7.09959999999774,14.7119463169977
3kgu,-15783.6589,22303.9957,-31945.5952,-6236.7614,94.702,-15657.7432,22577.8935,-32083.527,-6247.8713,95.7616,-158.1083,-273.8978,140.9281,-27.4876,2.349,-42353.8851,-4298.6887,-31945.5952,-6204.3032,94.702,-42469.7672,-4265.1748,-32083.527,-6216.827,95.7616,111.8036,-1.548,140.9281,-29.9256,2.349,-8.17878225,0.226699999999255,8.40548224999925
3kiv,-3799.6174,2029.1187,-5030.1176,-821.7865,23.168,-3771.7516,2040.1568,-4952.7482,-882.599,23.4388,-28.6781,-11.0382,-1.516,-17.8997,1.7757,-3905.1654,1932.2496,-5030.1176,-830.4654,23.168,-3869.3723,1954.1245,-4952.7482,-894.1874,23.4388,-16.0827,0.5202,-1.516,-16.8626,1.7757,-6.493289962,-21.5827999999999,-15.0895100379999
3kjd,-13494.6294,15325.0255,-25294.273,-3608.7689,83.387,-13451.7464,15306.5522,-25205.2374,-3637.3968,84.3355,-67.6928,18.4733,-6.9458,-81.5646,2.3443,-32216.8948,-3418.3483,-25294.273,-3587.6605,83.387,-32108.8296,-3372.5254,-25205.2374,-3615.4023,84.3355,-87.714,-4.0253,-6.9458,-79.0871,2.3443,-11.79844602,-16.9878000000026,-5.18935398000261
3kmc,-9526.7191,13095.7633,-19586.6395,-3097.6114,61.7685,-9500.2636,12754.7199,-19097.6075,-3219.705,62.329,-81.103,341.0434,-313.5644,-112.3679,3.7859,-22678.3268,-96.6375,-19586.6395,-3056.8183,61.7685,-22256.8832,-37.6834,-19097.6075,-3183.9213,62.329,-431.3957,-10.0753,-313.5644,-111.5419,3.7859,-8.841926757,5.76869999999872,14.6106267569987
3kqr,-38018.4651,43700.3259,-72483.6273,-9423.4025,188.2388,-37841.8528,43826.882,-72339.0949,-9518.0032,188.3634,-260.235,-126.556,-31.8935,-103.3053,1.5199,-88044.0839,-6474.3682,-72483.6273,-9274.3272,188.2388,-87983.9056,-6453.7374,-72339.0949,-9379.4367,188.3634,-135.3022,-1.5684,-31.8935,-103.3601,1.5199,-6.120271177,64.5602999999974,70.6805711769974
3kv2,-32182.7027,43186.3053,-65607.165,-9924.7585,162.9155,-32552.7702,43038.6057,-65329.6098,-10425.3367,163.5706,-139.8455,147.6996,-223.6638,-65.7811,1.8998,-84381.4644,-9408.8453,-65607.165,-9528.3696,162.9155,-84566.9729,-9377.7987,-65329.6098,-10023.135,163.5706,-288.9518,-1.7581,-223.6638,-65.4298,1.8998,-10.11295373,480.624499999998,490.737453729998
3kyq,-7834.2923,8253.5869,-13769.1559,-2371.5503,52.8272,-7752.1441,8334.9579,-13742.6099,-2397.8616,53.3694,-109.9033,-81.3711,49.8323,-82.0421,3.6776,-17888.8598,-1826.4968,-13769.1559,-2346.0342,52.8272,-17851.2839,-1784.1793,-13742.6099,-2377.8641,53.3694,-30.0302,-4.1782,49.8323,-79.3619,3.6776,-5.830145455,-10.3841999999986,-4.5540545449986
3l1n,-6197.5957,6982.6079,-11169.386,-2068.1374,57.3198,-6141.7071,6977.8203,-11217.1721,-1960.434,58.0786,-78.0053,4.7876,-5.2028,-80.8159,3.2257,-14357.5575,-1198.731,-11169.386,-2046.7602,57.3198,-14257.2655,-1156.5547,-11217.1721,-1941.6174,58.0786,-83.8034,-2.5755,-5.2028,-79.2508,3.2257,,-17.4841000000006,-17.4841000000006
3l3l,-12895.7366,16929.0703,-25985.7866,-3921.9982,82.9779,-12841.2263,16940.2365,-25930.9154,-3934.4459,83.8985,-73.008,-11.1662,11.4449,-75.753,2.4662,-33061.3394,-3278.2066,-25985.7866,-3880.3242,82.9779,-32969.385,-3230.136,-25930.9154,-3892.2321,83.8985,-62.1254,-2.4131,11.4449,-73.6234,2.4662,-10.3340019,-27.1597999999994,-16.8257980999995
3l3m,-12817.1444,16749.8208,-25684.6531,-3964.8583,82.5462,-12733.3012,16831.8376,-25626.5027,-4022.1571,83.521,-95.8563,-82.0168,53.5666,-70.4358,3.0297,-32786.8709,-3270.1012,-25684.6531,-3914.6627,82.5462,-32728.6958,-3211.8436,-25626.5027,-3973.8704,83.521,-14.6542,-2.7517,53.5666,-68.4988,3.0297,-11.35634968,-43.4927999999982,-32.1364503199982
3l3n,-22033.188,24864.5181,-41288.9457,-5720.4371,111.6767,-22138.599,24462.9626,-40863.6417,-5851.0641,113.1442,-11.1068,401.5555,-343.8616,-72.9333,4.1326,-50579.8827,-3749.3543,-41288.9457,-5653.2593,111.6767,-50207.897,-3663.7715,-40863.6417,-5793.6279,113.1442,-423.3403,-13.0153,-343.8616,-70.596,4.1326,-11.30108764,43.9503000000004,55.2513876400004
3l4u,-33503.9491,35142.6635,-58366.336,-10424.2157,143.9391,-33584.2265,34969.3596,-57698.5988,-10999.4003,144.4131,5.4003,173.304,-65.1027,-105.5707,2.7698,-75975.3098,-7437.3171,-58366.336,-10315.5958,143.9391,-75835.4919,-7400.547,-57698.5988,-10880.7591,144.4131,-180.8436,-2.6313,-65.1027,-115.8794,2.7698,-10.38926394,40.7382999999973,51.1275639399973
3l4v,-33578.2053,34784.5411,-57093.2915,-11414.4345,144.9796,-33461.2808,34884.9364,-56943.0744,-11548.5673,145.4244,-238.1891,-100.3953,-50.4367,-90.3895,3.0325,-75679.4824,-7420.751,-57093.2915,-11310.4194,144.9796,-75621.0549,-7377.6425,-56943.0744,-11445.7625,145.4244,-150.3171,-3.6386,-50.4367,-99.2742,3.0325,-9.284023095,81.7946999999986,91.0787230949986
3l4w,-33420.0561,35119.9012,-57842.3909,-10842.7375,145.171,-33520.1831,34905.1387,-57128.7412,-11442.2673,145.6866,45.497,214.7625,-79.2178,-91.9596,1.9119,-75842.9522,-7399.295,-57842.3909,-10746.4374,145.171,-75685.832,-7364.611,-57128.7412,-11338.1665,145.6866,-176.0871,-2.7925,-79.2178,-95.9887,1.9119,-8.289306335,22.7384999999995,31.0278063349995
3l4x,-33608.9615,34848.9547,-57418.926,-11183.7498,144.7596,-33492.6522,34927.9566,-57262.3727,-11303.2044,144.9683,-215.5159,-79.0019,-55.413,-84.0643,2.9633,-75741.3155,-7401.6794,-57418.926,-11065.4696,144.7596,-75673.707,-7363.3882,-57262.3727,-11192.9144,144.9683,-145.0864,-1.5434,-55.413,-91.0933,2.9633,-9.518886774,62.4588000000003,71.9776867740003
3l4y,-33585.9668,34759.2491,-57377.0414,-11112.0199,143.8454,-33424.596,34859.7423,-57179.9446,-11248.6533,144.2597,-245.2202,-100.4932,-57.8451,-89.9073,3.0254,-75687.6173,-7448.8627,-57377.0414,-11005.5587,143.8454,-75586.7798,-7405.512,-57179.9446,-11145.583,144.2597,-159.3811,-3.1778,-57.8451,-101.3835,3.0254,-9.670857391,43.6765000000014,53.3473573910014
3l4z,-33567.5601,34820.2544,-57302.114,-11231.791,146.0905,-33455.1109,34901.3039,-57130.9788,-11371.9205,146.4845,-207.813,-81.0495,-41.2986,-87.9905,2.5256,-75677.7031,-7401.8288,-57302.114,-11119.8508,146.0905,-75606.5523,-7365.2535,-57130.9788,-11256.8045,146.4845,-136.4375,-3.2346,-41.2986,-94.4299,2.5256,-9.284023095,62.0230999999913,71.3071230949912
3l6h,-8727.6966,14209.192,-20118.2622,-2877.5624,58.9359,-8743.512,14125.2739,-20026.6796,-2901.2989,59.1926,12.9881,83.9181,-31.1402,-41.2721,1.4823,-25398.2259,-2510.7422,-20118.2622,-2828.1575,58.9359,-25297.5634,-2477.947,-20026.6796,-2852.1295,59.1926,-69.6107,-0.7406,-31.1402,-39.2122,1.4823,,-29.2272999999986,-29.2272999999986
3lbj,-3418.2085,3724.0969,-6064.0792,-1105.5083,27.2822,-3418.92,3675.2122,-6002.0176,-1119.7089,27.5943,-7.1391,48.8847,-40.5706,-19.7409,4.2877,-7931.0877,-801.199,-6064.0792,-1093.0918,27.2822,-7807.8391,-727.9789,-6002.0176,-1105.437,27.5943,-82.7201,-24.7508,-40.5706,-21.6863,4.2877,,-40.6187,-40.6187
3lbz,-11610.0504,7026.1955,-15725.4513,-2975.4567,64.6622,-11460.4398,6973.4066,-15486.2525,-3012.2007,64.6068,-166.0695,52.7889,-141.1936,-80.4588,2.7941,-21009.3792,-2393.2843,-15725.4513,-2955.3058,64.6622,-20777.9997,-2362.5167,-15486.2525,-2993.8373,64.6068,-216.6782,1.9897,-141.1936,-80.2684,2.7941,,-16.2983999999997,-16.2983999999997
3lc3,-10714.7615,12645.8597,-19235.6749,-4195.8545,70.9082,-10615.6736,12731.6548,-19196.7598,-4221.7432,71.1745,-93.3487,-85.7951,47.7991,-58.1862,2.8334,-20154.9433,3172.6489,-19235.6749,-4162.8255,70.9082,-20108.9447,3208.7802,-19196.7598,-4192.1397,71.1745,-6.2257,1.4095,47.7991,-58.2678,2.8334,,-43.2800000000007,-43.2800000000007
3lcu,-12711.3029,6583.0066,-15942.3918,-3413.7334,61.8157,-12515.5484,6534.9227,-15603.9537,-3509.266,62.7486,-216.8245,48.0839,-183.5899,-84.3745,3.056,-21645.7784,-2371.1304,-15942.3918,-3394.0718,61.8157,-21331.031,-2299.583,-15603.9537,-3490.2428,62.7486,-270.0958,-6.4224,-183.5899,-83.1395,3.056,,-44.0550000000003,-44.0550000000003
3lcv,-12633.2695,6491.193,-15796.9336,-3389.0331,61.5042,-12430.2115,6446.2195,-15461.0039,-3478.0426,62.6155,-238.5708,44.9736,-149.4272,-137.3621,3.2449,-21475.5653,-2372.3853,-15796.9336,-3367.7506,61.5042,-21149.9653,-2297.161,-15461.0039,-3454.4159,62.6155,-287.255,-7.122,-149.4272,-133.9506,3.2449,,-32.5895,-32.5895
3ldp,-15995.9807,16203.7761,-27031.1244,-5253.2411,84.6087,-15781.1932,16326.7979,-26897.2509,-5296.2154,85.4751,-241.2439,-123.0218,-69.5498,-51.9903,3.3181,-35686.9176,-3568.9259,-27031.1244,-5171.476,84.6087,-35544.6096,-3509.4698,-26897.2509,-5223.3641,85.4751,-127.8535,-8.3919,-69.5498,-53.2299,3.3181,-7.764316934,-24.6078000000016,-16.8434830660016
3ldq,-20886.7161,20338.8004,-35229.3227,-6112.4254,116.2316,-20676.623,20462.9151,-35101.5603,-6154.463,116.4852,-237.6063,-124.1147,-64.7333,-52.076,3.3177,-45043.3786,-3872.6306,-35229.3227,-6057.657,116.2316,-44903.3327,-3819.3758,-35101.5603,-6098.8818,116.4852,-123.9042,-8.4336,-64.7333,-54.0551,3.3177,-7.405113659,-17.3080000000009,-9.9028863410009
3le9,-9452.5953,12442.6587,-18737.2194,-3217.9381,59.9036,-9404.1247,12540.8438,-18730.0575,-3275.5481,60.6372,-130.7632,-98.1851,-8.4608,-27.0552,2.9379,-21895.5395,-47.1659,-18737.2194,-3171.0578,59.9036,-21898.9634,4.423,-18730.0575,-3233.966,60.6372,-37.6058,-5.6757,-8.4608,-26.4072,2.9379,-11.35634968,36.379399999998,47.735749679998
3lea,-9951.8384,12495.8728,-19020.0116,-3491.2644,63.5648,-9880.8309,12619.6983,-19012.3991,-3552.2525,64.1224,-159.4527,-123.8255,-5.2845,-33.8891,3.5464,-22500.8279,-101.9649,-19020.0116,-3442.4161,63.5648,-22502.7967,-46.1699,-19012.3991,-3508.3502,64.1224,-40.0445,-6.1077,-5.2845,-32.1988,3.5464,-12.57211461,38.7579000000005,51.3300146100005
3lgs,-17058.3419,22217.6128,-34173.699,-5195.1395,92.8838,-16923.1877,22385.1985,-34159.4524,-5242.4567,93.5228,-196.8101,-167.5857,-1.8966,-29.4014,2.0736,-43690.6478,-4586.2223,-34173.699,-5023.6103,92.8838,-43695.5726,-4547.6241,-34159.4524,-5082.019,93.5228,-31.014,-0.7974,-1.8966,-30.3936,2.0736,-6.368950367,23.855099999997,30.224050366997
3liw,-11300.7086,11632.3587,-19172.53,-3827.7586,67.2213,-11142.7744,11703.2738,-19060.6972,-3853.3167,67.9656,-176.6117,-70.9151,-35.0286,-74.8772,4.2091,-18944.5798,3972.8053,-19172.53,-3812.0764,67.2213,-18787.1,4043.5565,-19060.6972,-3837.925,67.9656,-117.46,-11.2074,-35.0286,-75.4331,4.2091,-10.49978802,-40.8663000000006,-30.3665119800006
3ljg,-5517.7179,7349.9348,-10452.692,-2457.0377,42.0769,-5340.096,7219.9059,-10104.5699,-2498.3014,42.8694,-209.7185,130.029,-228.159,-115.7484,4.1599,-14306.8621,-1511.6311,-10452.692,-2384.6158,42.0769,-13938.8125,-1445.4599,-10104.5699,-2431.6522,42.8694,-342.5966,-6.5731,-228.159,-112.0245,4.1599,-10.67938966,-27.5015000000003,-16.8221103400003
3ljo,-6531.2936,11253.0667,-15666.8851,-2164.6108,47.1356,-6464.225,11114.1808,-15610.5079,-2015.1538,47.2558,-69.8043,138.8858,-59.0499,-153.2445,3.6043,-14891.3655,2897.7881,-15666.8851,-2169.4041,47.1356,-14634.1969,2953.3306,-15610.5079,-2024.2755,47.2558,-214.9618,-7.6439,-59.0499,-151.8722,3.6043,-9.145867989,-45.1628999999994,-36.0170320109994
3ljz,-4721.939,8611.0674,-10237.8577,-3141.9646,46.816,-4760.2482,8494.3874,-10087.4152,-3215.0366,47.8163,-58.4292,116.68,-133.7471,-45.2885,3.9265,-14780.8643,-1514.0181,-10237.8577,-3075.8044,46.816,-14648.2111,-1446.7714,-10087.4152,-3161.8407,47.8163,-180.9043,-3.4454,-133.7471,-47.6382,3.9265,-11.24582559,32.9370999999992,44.1829255899992
3lk8,-5376.6237,7254.5633,-10301.9729,-2370.7308,41.5167,-5362.6034,7153.0918,-10135.1228,-2422.8863,42.3138,-95.4298,101.4715,-161.419,-37.7527,2.2704,-14046.8118,-1475.583,-10301.9729,-2310.7726,41.5167,-13900.8945,-1437.9872,-10135.1228,-2370.0984,42.3138,-199.6402,-2.3748,-161.419,-38.1168,2.2704,-10.65175864,46.1884999999993,56.8402586399993
3lka,-5538.8289,6974.4773,-10130.8958,-2423.6277,41.2173,-5371.5335,7149.5535,-10148.5582,-2414.4224,41.8936,-183.8196,-175.0762,12.0633,-22.6826,1.876,-13909.855,-1466.8751,-10130.8958,-2353.3014,41.2173,-13899.2447,-1437.284,-10148.5582,-2355.296,41.8936,-7.9999,0.0045,12.0633,-21.9437,1.876,-3.895973977,-13.0714000000016,-9.17542602300163
3lmk,-33525.7685,37455.6941,-62777.1772,-8378.1991,173.9136,-33482.2415,37271.9545,-62497.1116,-8431.3053,174.2209,-57.6365,183.7396,-186.6064,-56.4328,1.6631,-73341.2015,-2477.9214,-62777.1772,-8260.0165,173.9136,-73081.8889,-2440.2628,-62497.1116,-8318.7354,174.2209,-242.2895,-1.1806,-186.6064,-56.1657,1.6631,-8.206413271,-22.3685000000041,-14.1620867290041
3lp4,-32388.693,43191.8118,-65888.2181,-9855.01,162.7233,-32599.019,42945.4319,-65203.7152,-10504.0421,163.3064,-59.1706,246.3799,-184.1762,-123.2224,1.8481,-84441.6377,-9223.7175,-65888.2181,-9492.4254,162.7233,-84341.4309,-9187.2626,-65203.7152,-10113.7595,163.3064,-302.2598,-1.7687,-184.1762,-118.1629,1.8481,-6.741969152,234.810400000002,241.552369152002
3lp7,-32250.0196,43120.9812,-65884.1894,-9648.9242,162.1128,-32513.9444,42882.813,-65221.6936,-10337.8355,162.7717,-63.0764,238.1682,-183.7067,-119.5921,2.0542,-84280.924,-9255.3662,-65884.1894,-9303.4812,162.1128,-84231.282,-9220.2329,-65221.6936,-9952.1273,162.7717,-299.8149,-1.9352,-183.7067,-116.2272,2.0542,-7.515637744,293.803099999997,301.318737743997
3lpl,-63084.8199,66452.3543,-110865.1006,-18916.0275,243.9539,-62578.1556,67459.2612,-111337.0739,-18944.8457,244.5028,-585.4438,-1006.9069,471.5007,-51.7642,1.7266,-145916.1924,-16756.3945,-110865.1006,-18538.6511,243.9539,-146404.1017,-16732.332,-111337.0739,-18579.1985,244.5028,422.9767,0.3813,471.5007,-50.632,1.7266,-7.764316934,54.335699999996,62.100016933996
3lpp,-33405.0703,35014.2829,-59571.0466,-8990.0419,141.7353,-33326.2887,35009.9663,-59332.5596,-9146.0927,142.3973,-198.9795,4.3166,-108.7215,-97.5601,2.9855,-74304.8602,-6035.8021,-59571.0466,-8839.7469,141.7353,-74193.4398,-5992.2051,-59332.5596,-9011.0724,142.3973,-218.1649,-3.5261,-108.7215,-108.9028,2.9855,-8.593247567,80.1269999999931,88.7202475669931
3lq2,-62735.9687,65845.953,-110107.4348,-18715.7469,241.26,-62010.6475,67099.3158,-109816.9598,-19535.3867,242.3833,-839.8185,-1253.3628,627.9715,-217.7008,3.2736,-145282.4955,-17078.6061,-110107.4348,-18337.7146,241.26,-145723.4322,-17012.4511,-109816.9598,-19136.4045,242.3833,407.2201,-5.7252,627.9715,-218.2998,3.2736,-7.211696511,54.0674999999901,61.2791965109901
