,complex-name,gb-complex-etot,gb-complex-1-4-eel,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-1-4-eel,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-1-4-eel,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg,enthalpy-gb,entropy
132,1d4k,-6988.6579,8661.7368,-13586.4777,-2111.504,47.587,-7003.164,8383.4362,-13272.1788,-2164.3322,49.9108,-70.8946,278.3006,-264.9702,-89.2528,5.0278,-17437.7083,-1811.378,-13586.4777,-2087.4397,47.587,-17053.7334,-1697.2632,-13272.1788,-2134.2021,49.9108,-370.3163,-21.001,-264.9702,-89.3729,5.0278,-12.73790073,-7.71310000000085,5.02480072999915
133,1d4l,-7121.4337,8310.792,-13523.4633,-1956.8941,48.1316,-7037.7672,8351.218,-13368.6805,-2070.4242,50.1195,-188.651,-40.426,-110.0986,-42.6252,4.4987,-17209.5799,-1800.2816,-13523.4633,-1933.9665,48.1316,-17064.0819,-1701.0823,-13368.6805,-2044.4386,50.1195,-165.3324,-16.5001,-110.0986,-43.2324,4.4987,-12.11620276,22.2852999999996,34.4015027599996
134,1d4p,-12048.498,10894.9532,-19492.7843,-3513.3502,62.6834,-11923.565,11035.6907,-19462.9732,-3560.1109,63.8284,-136.7894,-140.7375,69.2951,-68.6789,3.332,-22419.8102,483.7416,-19492.7843,-3473.4509,62.6834,-22374.0878,543.3708,-19462.9732,-3518.3138,63.8284,-1.6443,-5.6693,69.2951,-68.6021,3.332,-8.703771652,-42.1035000000011,-33.3997283480011
135,1d4y,-7051.2872,8735.6997,-13829.0438,-2007.1271,49.184,-7011.5117,8908.1869,-13850.069,-2120.7722,51.1426,-159.8739,-172.4872,47.859,-39.6287,4.383,-17550.4258,-1785.1153,-13829.0438,-1985.4506,49.184,-17594.8829,-1700.6931,-13850.069,-2095.2634,51.1426,6.7532,-6.7744,47.859,-38.7144,4.383,-15.33521672,42.4506000000001,57.7858167200001
136,1d6v,-13966.7442,20732.9098,-30373.2656,-4428.3601,101.9718,-13875.6954,20728.906,-30323.7424,-4383.172,102.3131,-136.5642,4.0038,-46.6953,-97.3686,3.4958,-35248.7902,-525.2142,-30373.2656,-4452.2822,101.9718,-35108.8029,-477.6023,-30323.7424,-4409.7713,102.3131,-145.3108,-4.0711,-46.6953,-98.0403,3.4958,-8.524170014,1.97460000000137,10.4987700140014
137,1d6w,-9941.212,9235.8184,-15816.5011,-3417.8189,57.2896,-9767.3149,9439.2725,-15812.2134,-3452.1667,57.7926,-195.025,-203.4541,94.0115,-89.4958,3.9133,-18268.4115,857.9271,-15816.5011,-3367.127,57.2896,-18223.6966,928.2495,-15812.2134,-3397.5252,57.7926,-4.886,-13.9008,94.0115,-88.91,3.9133,-8.234044293,-35.2936999999984,-27.0596557069984
138,1d7i,-4215.5038,4540.3114,-7683.3865,-1102.4728,30.0441,-4196.5059,4560.5347,-7680.6113,-1106.7679,30.3386,-23.7713,-20.2233,6.4628,-11.52,1.5093,-9700.7532,-956.1512,-7683.3865,-1091.2596,30.0441,-9683.3328,-937.929,-7680.6113,-1095.1311,30.3386,-3.4564,-0.3888,6.4628,-11.0397,1.5093,-4.973583801,-13.0600000000004,-8.0864161990004
139,1d7j,-4255.6781,4499.2452,-7708.0541,-1076.7113,29.8421,-4217.2425,4574.082,-7740.3415,-1081.1215,30.1386,-46.3125,-74.8367,41.6618,-14.4539,1.3163,-9699.2244,-956.949,-7708.0541,-1064.0634,29.8421,-9721.1215,-941.3027,-7740.3415,-1069.6158,30.1386,28.5696,-0.0138,41.6618,-14.3947,1.3163,-4.559118484,-7.7555999999995,-3.1964815159995
140,1d9i,-9935.6192,9331.8735,-15866.7595,-3460.2512,59.5179,-9755.6747,9488.1019,-15823.7999,-3479.9329,59.9562,-197.312,-156.2284,56.7845,-101.5062,3.6381,-18324.7268,901.3787,-15866.7595,-3418.8639,59.5179,-18231.2876,969.7988,-15823.7999,-3437.2428,59.9562,-49.4423,-11.7472,56.7845,-98.1176,3.6381,-12.58593012,-39.3054000000011,-26.7194698800011
141,1det,-3951.1539,4621.0509,-6715.5879,-1884.6198,28.003,-3567.0492,4984.1893,-6705.6963,-1873.3553,27.8131,-380.3047,-363.1384,47.78,-67.6113,2.665,-7849.9434,734.0482,-6715.5879,-1896.4065,28.003,-7795.6486,763.1129,-6705.6963,-1880.8783,27.8131,-25.8624,-5.7029,47.78,-70.6045,2.665,-5.94066954,-27.1618000000003,-21.2211304600003
142,1df8,-16866.774,20245.8013,-33428.8442,-3775.5551,91.824,-16749.7909,20337.2006,-33379.3248,-3800.0801,92.4134,-122.3539,-91.3993,-6.2749,-26.9626,2.2829,-41630.164,-4486.2997,-33428.8442,-3806.8441,91.824,-41560.3021,-4437.6011,-33379.3248,-3835.7896,92.4134,-32.9839,-2.3337,-6.2749,-26.6583,2.2829,-13.40104524,-40.9940999999999,-27.5930547599999
144,1dgm,-11707.0029,15313.5521,-23786.1313,-3308.4441,74.0203,-11560.2693,15461.0431,-23753.9466,-3342.1461,74.7804,-195.3978,-147.491,-7.9429,-42.2736,2.3095,-28962.5109,-1957.7252,-23786.1313,-3292.6747,74.0203,-28937.9086,-1926.3354,-23753.9466,-3332.407,74.7804,-53.3294,-3.2211,-7.9429,-44.4751,2.3095,-6.976832832,20.4954999999991,27.4723328319991
145,1dhi,-12886.3705,13407.6802,-18690.8924,-7682.8153,79.657,-12440.3967,13713.933,-18828.6323,-7406.246,80.5486,-460.9347,-306.2528,106.1989,-264.6138,3.733,-29253.3547,-3006.7401,-18690.8924,-7635.3791,79.657,-29054.4,-2952.4166,-18828.6323,-7353.8997,80.5486,-155.1046,-5.8299,106.1989,-259.2066,3.733,-10.03006067,-33.5326999999997,-23.5026393299997
146,1dhj,-13027.0473,13493.7682,-19192.9023,-7407.5422,79.629,-12573.3443,13796.899,-19300.8799,-7149.9418,80.5785,-460.9849,-303.1308,102.1365,-263.7107,3.7201,-29402.4531,-2933.0976,-19192.9023,-7356.0821,79.629,-29191.5378,-2879.9953,-19300.8799,-7091.2411,80.5785,-158.8243,-5.4153,102.1365,-259.2657,3.7201,-9.049159415,-40.4050999999981,-31.3559405849981
147,1dif,-7189.5494,9057.3809,-14396.4571,-1898.9471,48.4739,-7132.0463,8729.7313,-13898.5516,-2013.9557,50.7297,-154.6911,327.6496,-437.258,-50.5351,5.4524,-18061.5061,-1845.0879,-14396.4571,-1868.435,48.4739,-17549.1858,-1717.5717,-13898.5516,-1983.7922,50.7297,-509.3587,-24.6481,-437.258,-52.9051,5.4524,-14.72733425,-5.68009999999958,9.04723425000042
148,1dl7,-7853.1843,9513.9206,-15164.158,-2254.1436,51.1967,-7758.3799,9634.3298,-15239.9345,-2204.7605,51.9854,-116.5055,-120.4092,82.4242,-81.2424,2.7219,-17383.4793,-11.4914,-15164.158,-2259.0267,51.1967,-17379.62,21.886,-15239.9345,-2213.5568,51.9854,8.5335,0.8477,82.4242,-77.4602,2.7219,-8.966266352,-12.5240000000003,-3.55773364800034
149,1dmp,-7047.7223,8515.684,-13737.1491,-1872.9778,46.7206,-7026.6914,8541.417,-13630.3146,-1986.2648,48.4709,-113.0194,-25.733,-54.3521,-36.9778,4.0434,-17322.7809,-1778.7171,-13737.1491,-1853.6353,46.7206,-17232.5654,-1684.9435,-13630.3146,-1965.7782,48.4709,-107.4565,-15.9068,-54.3521,-41.2411,4.0434,-13.19381258,14.1216999999979,27.3155125799979
150,1dqn,-18488.0432,20594.0694,-33832.1872,-5353.4351,103.5097,-18074.2876,20924.6106,-33686.0361,-5416.9235,104.0614,-476.2745,-330.5412,120.8001,-269.2332,2.6998,-43459.6095,-4458.2784,-33832.1872,-5272.6536,103.5097,-43333.5693,-4418.9757,-33686.0361,-5332.619,104.0614,-150.3568,-5.5255,120.8001,-268.3312,2.6998,-11.05240845,28.7416999999987,39.7941084499987
151,1drj,-10323.2513,12873.3786,-20665.6199,-2590.6532,59.6432,-10283.0477,12763.5598,-20475.2977,-2631.1265,59.8166,-4.0618,109.8188,-81.7027,-33.6564,1.4785,-25644.686,-2506.0512,-20665.6199,-2532.6581,59.6432,-25476.1812,-2488.8841,-20475.2977,-2571.816,59.8166,-119.4047,-0.7527,-81.7027,-38.4278,1.4785,-10.22347781,-52.5562000000009,-42.3327221900009
152,1drk,-10100.7509,13082.3067,-20742.3655,-2498.1859,57.4938,-10064.747,12973.0835,-20559.0363,-2536.4649,57.6707,-4.2058,109.2232,-81.5519,-33.3523,1.4751,-25686.3053,-2555.5384,-20742.3655,-2445.8952,57.4938,-25520.0296,-2537.1719,-20559.0363,-2481.4921,57.6707,-119.1873,-0.7302,-81.5519,-38.3803,1.4751,-9.422178201,-49.4344000000001,-40.0122217990001
153,1drv,-40754.0242,46861.7396,-73220.8328,-14605.2893,210.3583,-40109.4486,47711.9965,-73223.7403,-14809.495,211.7902,-725.3568,-850.2569,358.1091,-237.809,4.6001,-96056.2724,-8602.6769,-73220.8328,-14443.1209,210.3583,-96208.233,-8536.3956,-73223.7403,-14659.8873,211.7902,107.2474,-9.8889,358.1091,-245.5729,4.6001,-9.035343905,24.3888000000079,33.4241439050079
154,1dud,-15104.6724,18510.3498,-25086.6396,-8608.622,80.2395,-14298.8389,18549.0734,-27409.0514,-5519.7039,80.8429,-1145.0892,-38.7237,1305.8332,-2414.8788,2.6801,-37178.2706,-3711.6899,-25086.6396,-8460.1806,80.2395,-36471.4898,-3671.7973,-27409.0514,-5471.484,80.8429,-1090.3004,-2.0797,1305.8332,-2396.7339,2.6801,-6.659076089,301.442800000001,308.101876089001
155,1duv,-37695.7362,45365.9222,-72048.7476,-11175.3418,162.431,-36933.0733,46295.0533,-72274.0054,-11116.9829,162.8617,-753.6294,-929.1311,321.8312,-148.8106,2.4811,-93335.2377,-10449.6386,-72048.7476,-10999.2825,162.431,-93433.4536,-10410.9637,-72274.0054,-10911.3461,162.8617,176.2799,-2.4353,321.8312,-145.5971,2.4811,-16.30230246,-45.2730999999985,-28.9707975399985
156,1dy4,-14128.8422,20512.792,-28773.4025,-5946.7464,78.5147,-14195.9233,20457.0827,-28242.2553,-6490.3903,79.6396,7.5316,55.7093,21.1318,-71.9472,2.6377,-38707.3514,-4099.3242,-28773.4025,-5913.1394,78.5147,-38644.5609,-4044.2732,-28242.2553,-6437.672,79.6396,-51.3178,-2.3753,21.1318,-72.712,2.6377,-6.023562603,6.87380000000485,12.8973626030049
157,1dzk,-5980.943,7666.82,-9376.7671,-4310.5551,39.5592,-6045.7366,7591.8922,-9360.3806,-4317.5498,40.3015,50.1232,74.9278,-16.5326,-10.202,1.93,-14175.99,-560.8015,-9376.7671,-4277.9807,39.5592,-14135.1134,-532.2427,-9360.3806,-4282.7916,40.3015,-26.6788,-1.78,-16.5326,-10.2962,1.93,-8.42746144,-12.108400000001,-3.68093856000098
158,1e2k,-23517.052,22137.5614,-40346.594,-5424.1607,116.1412,-23361.7535,22332.9674,-40350.7319,-5460.7827,116.7936,-178.6175,-195.4059,41.8097,-27.2912,2.27,-51697.528,-6075.7499,-40346.594,-5391.3253,116.1412,-51694.4145,-6029.381,-40350.7319,-5431.0953,116.7936,12.731,-3.0672,41.8097,-28.2815,2.27,-6.824862216,-19.9826999999968,-13.1578377839968
159,1e2l,-22966.9795,21831.632,-39638.2999,-5272.6957,112.3841,-22816.9618,22027.1782,-39645.8057,-5311.3833,113.049,-177.95,-195.5462,42.9433,-27.6079,2.2607,-50726.8476,-5973.4837,-39638.2999,-5227.4481,112.3841,-50738.0672,-5927.4178,-39645.8057,-5277.8926,113.049,13.5317,-2.8809,42.9433,-28.7915,2.2607,-5.926854029,-15.2527000000009,-9.32584597100091
160,1e3g,-9812.5642,9804.7528,-16769.0611,-2909.1072,60.8512,-9761.2519,9832.168,-16723.2231,-2931.7775,61.5808,-50.6041,-27.4151,-12.3794,-13.3665,2.5569,-21337.5107,-1743.2982,-16769.0611,-2886.0026,60.8512,-21263.4788,-1689.2308,-16723.2231,-2912.6057,61.5808,-25.477,-1.3555,-12.3794,-14.299,2.5569,-12.4339595,-53.4201000000012,-40.9861405000012
161,1e3v,-10809.8809,9172.4825,-16375.5717,-3668.9142,62.1225,-10826.6671,9214.8308,-16382.8681,-3721.387,62.7573,-70.4399,-42.3483,-6.3528,-24.8619,3.123,-22325.7139,-2396.8184,-16375.5717,-3615.4463,62.1225,-22344.5414,-2352.9728,-16382.8681,-3671.4577,62.7573,-35.747,-4.154,-6.3528,-28.3633,3.123,-5.995931582,47.5344999999998,53.5304315819998
162,1e4h,-15688.492,22578.4218,-32378.5927,-5981.5957,93.2745,-15680.2451,22587.3642,-32381.6944,-5979.9618,94.0468,-13.2372,-8.9424,1.4324,-7.3891,1.6618,-42602.7371,-4397.9095,-32378.5927,-5919.5095,93.2745,-42576.777,-4364.7045,-32381.6944,-5924.4249,94.0468,-6.1626,-1.2027,1.4324,-8.0541,1.6618,-11.61884438,-27.0119999999988,-15.3931556199988
163,1e5j,-11292.5294,14835.9285,-16134.0612,-10050.8011,56.4044,-11394.2859,14384.1038,-15725.9631,-10109.1591,56.7325,53.7161,451.8247,-317.2154,-85.4871,4.5939,-29161.3676,-3148.3982,-16134.0612,-9935.3126,56.4044,-28788.6659,-3086.6186,-15725.9631,-10032.8167,56.7325,-428.0885,-13.9502,-317.2154,-101.5168,4.5939,-5.526204223,0.21100000000115,5.73720422300115
164,1.00E+66,-39868.5491,45081.6675,-75152.9617,-9985.2422,187.9872,-39842.5987,45183.2355,-75021.6961,-10193.1748,189.0367,-63.9567,-101.568,82.0012,-47.0428,2.6528,-91261.7256,-6448.1766,-75152.9617,-9848.5745,187.9872,-91273.6178,-6389.265,-75021.6961,-10051.6933,189.0367,33.1837,-3.8042,82.0012,-47.6661,2.6528,-13.66353994,-17.1010999999926,-3.43756005999258
165,1e6q,-36388.933,45013.01,-69441.6409,-12128.2191,167.917,-36389.3833,44909.3807,-68985.8145,-12481.2738,168.3242,-0.5608,103.6293,-16.6472,-89.2912,1.7483,-87513.9671,-6209.9301,-69441.6409,-12030.3131,167.917,-87378.9394,-6180.4951,-68985.8145,-12380.9539,168.3242,-109.8793,-1.8778,-16.6472,-93.1026,1.7483,-4.351885826,-26.5460999999923,-22.1942141739923
166,1e6s,-36303.8492,45124.3545,-69142.4352,-12453.9541,168.1856,-36337.159,44910.5661,-68920.779,-12495.5094,168.5633,22.689,213.7884,-157.389,-35.444,1.7336,-89042.5851,-7718.2757,-69142.4352,-12350.0598,168.1856,-88833.9207,-7690.8119,-68920.779,-12390.893,168.5633,-199.1532,-1.9123,-157.389,-41.5855,1.7336,-4.4485944,-14.9306999999972,-10.4821055999972
167,1eb2,-6627.0573,11175.5953,-15631.2258,-2217.4825,46.0557,-6555.7665,11122.9324,-15585.3664,-2139.8916,46.5591,-84.968,52.6629,-51.3548,-90.3451,4.069,-14936.6153,2870.8477,-15631.2258,-2222.2928,46.0557,-14748.6806,2932.568,-15585.3664,-2142.4414,46.5591,-142.5192,-4.7355,-51.3548,-90.4979,4.069,-8.303121845,-43.307600000001,-35.004478155001
168,1ec9,-66195.3119,74754.1283,-120388.4918,-20831.6137,270.6652,-66306.5163,74540.2111,-120534.96,-20582.6572,270.8898,14.3757,213.9173,-88.0519,-113.1864,1.6967,-158889.3359,-18261.2958,-120388.4918,-20510.2135,270.6652,-158764.4825,-18240.6313,-120534.96,-20259.781,270.8898,-202.9223,-1.2662,-88.0519,-115.3008,1.6967,-4.282808273,77.4303999999975,81.7132082729975
169,1ecq,-66055.7158,74910.6815,-120707.3951,-20531.5804,272.5782,-66119.778,74671.0729,-121218.3905,-19845.2674,272.8069,-59.9045,239.6086,-71.733,-229.5164,1.7363,-158770.9288,-18154.3145,-120707.3951,-20181.7975,272.5782,-158610.9629,-18135.9561,-121218.3905,-19529.4232,272.8069,-297.9227,0.1991,-71.733,-228.1251,1.7363,-4.144653167,105.409199999995,109.553853166995
170,1ecv,-12575.2109,12804.4843,-21332.643,-4112.78,65.7277,-12515.5143,12711.8019,-21107.1884,-4186.3025,66.1748,-80.8244,92.6824,25.8518,-201.3395,1.981,-28318.2961,-2986.9216,-21332.643,-4064.4593,65.7277,-28120.9069,-2956.5439,-21107.1884,-4123.3493,66.1748,-168.0919,1.532,25.8518,-197.4567,1.981,-6.700522621,-10.7818999999981,-4.08137737899813
171,1efy,-13088.3853,16763.5034,-26121.9033,-3810.0498,80.0643,-13014.8839,16829.1853,-26096.267,-3828.7308,80.9285,-84.3311,-65.6819,0.4407,-21.6306,2.5407,-33159.1069,-3366.0505,-26121.9033,-3751.2175,80.0643,-33114.3611,-3327.4209,-26096.267,-3771.6018,80.9285,-17.9255,-0.018,0.4407,-20.8889,2.5407,-11.35634968,-27.7818999999981,-16.4255503199981
172,1egh,-34806.1461,36264.0701,-63071.2951,-8151.7777,152.8566,-34619.6661,36289.2624,-63048.7977,-8013.2242,153.0935,-255.3311,-25.1922,-123.7072,-107.8714,1.4397,-80383.5493,-9398.2904,-63071.2951,-8066.8204,152.8566,-80212.7626,-9383.9482,-63048.7977,-7933.1101,153.0935,-226.595,-0.1521,-123.7072,-104.1754,1.4397,-7.874841018,54.6610000000073,62.5358410180073
173,1ejn,-8443.0783,9326.0613,-15502.3002,-2320.5071,53.6677,-8284.6807,9604.3251,-15622.2041,-2321.1617,54.36,-195.1502,-278.2638,147.2579,-67.3272,3.183,-15896.2179,1871.145,-15502.3002,-2318.7303,53.6677,-15959.7587,1929.2013,-15622.2041,-2321.116,54.36,79.4311,-3.7613,147.2579,-67.2485,3.183,-7.764316934,-17.5423999999975,-9.77808306599754
174,1ela,-9246.7329,8580.1115,-15936.9821,-1942.0018,52.1396,-9248.5357,8367.6227,-15743.3419,-1925.5737,52.7571,-17.5523,212.4888,-139.7852,-94.061,3.8052,-16881.617,948.8619,-15936.9821,-1945.6363,52.1396,-16611.4722,1010.2327,-15743.3419,-1931.1201,52.7571,-237.6952,-8.4225,-139.7852,-93.2927,3.8052,-8.786664715,-33.5932000000012,-24.8065352850012
175,1elb,-9294.0011,8632.4018,-15976.4997,-2002.0988,52.1957,-9304.8224,8412.4648,-15804.8364,-1965.1613,52.7106,-27.3447,219.9371,-160.9154,-89.9946,3.6282,-16861.6952,1068.3914,-15976.4997,-2005.7826,52.1957,-16598.7003,1125.6108,-15804.8364,-1972.1852,52.7106,-258.164,-12.4671,-160.9154,-88.4097,3.6282,-9.878090049,-6.58630000000085,3.29179004899915
176,1elc,-9203.4314,8630.8867,-15886.7948,-1999.9914,52.468,-9240.9005,8413.7616,-15745.8103,-1962.2157,53.3639,-24.4095,217.1251,-145.5312,-100.3172,4.3139,-16896.8179,942.6183,-15886.7948,-2005.1094,52.468,-16645.9701,1017.5137,-15745.8103,-1971.0375,53.3639,-249.3195,-8.9176,-145.5312,-99.1845,4.3139,-9.201130032,-4.09919999999875,5.10193003200125
177,1eld,-9208.4758,8616.1369,-15925.3621,-1951.6078,52.3572,-9229.1642,8414.664,-15736.7175,-1960.0685,52.9578,3.0478,201.4729,-171.6943,-30.1809,3.4501,-16905.9644,930.1306,-15925.3621,-1963.0901,52.3572,-16667.7782,986.0918,-15736.7175,-1970.1103,52.9578,-207.7334,-8.4863,-171.6943,-31.0029,3.4501,-9.256392074,-29.8343000000004,-20.5779079260004
178,1ele,-9256.8962,8678.8465,-16057.453,-1930.5907,52.301,-9285.3792,8468.8775,-15860.0318,-1947.2938,53.069,8.2532,209.969,-179.176,-25.8763,3.3365,-16844.5963,1102.7658,-16057.453,-1942.2101,52.301,-16612.5976,1151.4409,-15860.0318,-1957.0756,53.069,-206.809,-4.6991,-179.176,-26.2704,3.3365,-9.463624732,-23.7461999999996,-14.2825752679996
179,1elr,-6215.245,6706.6004,-10565.7092,-2395.9679,39.8316,-5868.4602,6239.7757,-9539.3754,-2608.605,39.7445,-338.4424,466.8248,-427.9058,-382.5483,5.1869,-14231.273,-1351.3436,-10565.7092,-2354.0518,39.8316,-13353.2615,-1286.4485,-9539.3754,-2567.1821,39.7445,-815.969,-15.0415,-427.9058,-378.2086,5.1869,-6.852493237,-58.1959999999999,-51.3435067629999
180,1eoc,-18995.3092,14958.5293,-29727.7638,-4316.2568,90.182,-19022.3572,14920.3585,-29680.5163,-4352.8205,90.6212,-23.1156,38.1709,-43.6685,-19.1319,1.514,-38138.0846,-4228.9163,-29727.7638,-4271.5866,90.182,-38098.7117,-4206.4608,-29680.5163,-4302.3557,90.6212,-63.1201,0.2112,-43.6685,-21.1768,1.514,-8.358383888,27.4968999999983,35.8552838879983
181,1epo,-8335.923,16624.6082,-19969.5108,-5056.2265,65.2062,-8351.1743,16400.8555,-19633.9567,-5185.1555,67.0825,-53.3666,223.7527,-226.933,-55.0532,4.867,-26861.4634,-2017.8412,-19969.5108,-4939.3176,65.2062,-26660.8358,-1925.5103,-19633.9567,-5168.4511,67.0825,-296.4684,-16.8043,-226.933,-57.5981,4.867,-10.9971464,-6.90870000000177,4.08844639999823
182,1erb,-7790.5142,6803.6664,-12459.0166,-2181.803,46.639,-7750.7514,6887.4723,-12478.8781,-2207.3105,47.965,-64.8979,-83.8059,26.3442,-10.9809,3.5448,-13796.0194,793.3197,-12459.0166,-2176.9615,46.639,-13781.1412,853.2567,-12478.8781,-2203.4848,47.965,19.5603,1.8312,26.3442,-12.1599,3.5448,-11.19056355,-36.6330999999991,-25.4425364499991
183,1ew8,-31752.0113,41514.672,-63109.2912,-10293.0291,135.6371,-31458.624,42197.4967,-63843.5293,-9948.3868,135.7954,-442.5005,-682.8247,348.3146,-109.3398,1.3495,-78362.3961,-5490.5898,-63109.2912,-9898.1522,135.6371,-78798.2612,-5488.3124,-63843.5293,-9602.2149,135.7954,242.3115,-0.2741,348.3146,-107.0784,1.3495,-3.122305386,147.109899999996,150.232205385996
184,1ew9,-31472.3471,42092.1115,-64012.0435,-9687.5831,135.168,-31357.6622,42247.5026,-64047.0877,-9693.3176,135.2404,-190.2398,-155.3912,3.2232,-39.3373,1.2654,-78728.1391,-5519.9343,-64012.0435,-9331.3293,135.168,-78763.9665,-5507.6727,-64047.0877,-9344.4466,135.2404,-33.1039,-0.0316,3.2232,-37.5609,1.2654,-4.4485944,63.3248999999996,67.7734943999996
185,1ex8,-8360.9596,2742.7873,-9260.4783,-1883.8057,40.5372,-6787.617,5740.0329,-10646.2617,-1923.4851,42.097,-1623.9228,-2997.2456,1508.4357,-139.9273,4.8144,-12612.353,-1514.7318,-9260.4783,-1877.68,40.5372,-13960.799,-1441.737,-10646.2617,-1914.8973,42.097,1358.5777,-4.4398,1508.4357,-150.2325,4.8144,-8.745218183,-17.9748,-9.22958181699996
186,1ez9,-12416.2614,20615.0013,-28779.5339,-4329.6793,77.9506,-12519.7603,20092.1003,-28346.9208,-4343.2964,78.3566,78.0986,522.901,-369.4299,-79.6288,4.2563,-36593.9899,-3631.8197,-28779.5339,-4260.5869,77.9506,-36102.6346,-3566.8101,-28346.9208,-4267.2603,78.3566,-473.2563,-13.1429,-369.4299,-94.9398,4.2563,-7.045910385,-26.4663999999993,-19.4204896149993
187,1ezq,-11260.7372,11713.8029,-19215.4437,-3827.3373,68.2409,-11194.3795,11763.1552,-19156.8262,-3869.9343,69.2258,-102.1967,-49.3523,-19.5057,-37.6018,4.263,-19004.3659,3952.3843,-19215.4437,-3809.5474,68.2409,-18922.0133,4025.0714,-19156.8262,-3859.4842,69.2258,-60.8678,-5.9455,-19.5057,-39.6797,4.263,-12.50303705,-30.9026000000003,-18.3995629500003
188,1f0r,-11399.2654,11888.5945,-19543.1623,-3813.0058,68.3082,-11243.485,11816.1092,-19336.824,-3791.9905,69.2203,-170.7482,72.4853,-160.982,-85.8141,3.5626,-19332.1436,3931.2152,-19543.1623,-3788.5048,68.3082,-19050.0944,3991.2228,-19336.824,-3773.7134,69.2203,-249.0627,-6.7378,-160.982,-84.9054,3.5626,-10.58268109,-38.3019999999988,-27.7193189099988
189,1f0s,-11362.325,11911.984,-19613.6518,-3729.3904,68.7333,-11235.7516,11792.8393,-19348.222,-3749.9389,69.5701,-147.3794,119.1447,-188.2235,-81.6898,3.3892,-19288.0782,3965.4545,-19613.6518,-3708.6142,68.7333,-18982.6249,4025.8123,-19348.222,-3729.7853,69.5701,-271.8777,-6.5748,-188.2235,-80.4687,3.3892,-10.69320517,-32.9770000000008,-22.2837948300008
190,1f0t,-6795.6501,11104.8599,-15657.5327,-2288.6855,45.7082,-6580.4759,11141.3397,-15572.8866,-2195.0256,46.0966,-236.5586,-36.4798,-104.8757,-98.6452,3.4422,-15045.6213,2852.605,-15657.5327,-2286.4018,45.7082,-14815.1377,2907.4069,-15572.8866,-2195.7546,46.0966,-205.6296,-6.683,-104.8757,-97.5131,3.4422,-8.289306335,-26.7344999999996,-18.4451936649996
191,1f0u,-6665.3917,11099.9036,-15685.4303,-2126.1223,46.2573,-6609.8048,11149.3438,-15633.4973,-2172.3159,46.6647,-102.8618,-49.4402,-20.1242,-37.5173,4.2199,-14898.3755,2864.0918,-15685.4303,-2123.2943,46.2573,-14835.1458,2925.9838,-15633.4973,-2174.2969,46.6647,-61.3028,-5.9631,-20.1242,-39.4353,4.2199,-9.89190556,-8.654,1.23790556
192,1f3e,-15409.0711,13027.956,-24689.63,-3821.5192,74.122,-15309.1424,13171.7664,-24750.343,-3805.411,74.8453,-170.3218,-143.8104,168.7659,-197.1128,1.8356,-32146.182,-3731.1896,-24689.63,-3799.4844,74.122,-32158.6736,-3700.4092,-24750.343,-3782.7667,74.8453,-25.6233,0.0039,168.7659,-196.2286,1.8356,-9.256392074,39.6088000000018,48.8651920740018
193,1f4e,-21174.2863,22044.6617,-35976.1644,-7348.0822,105.2985,-21153.2274,21837.1583,-35910.7794,-7185.6657,106.0595,-59.4994,207.5034,-184.9692,-84.4259,2.3923,-48546.5913,-5407.8816,-35976.1644,-7267.8438,105.2985,-48292.2372,-5372.4289,-35910.7794,-7115.0883,106.0595,-268.8207,-3.8189,-184.9692,-82.4249,2.3923,-4.089391125,6.80669999999736,10.8960911249974
194,1f4f,-21180.2941,21812.8739,-35187.9131,-7906.228,100.9731,-21036.8356,21423.6568,-35309.8466,-7252.8318,102.186,-224.3654,389.2171,-255.0344,-361.8198,3.2718,-48342.5739,-5418.1114,-35187.9131,-7837.5225,100.9731,-47755.0126,-5363.7699,-35309.8466,-7183.5822,102.186,-612.5082,-7.187,-255.0344,-353.5585,3.2718,-6.382765878,33.7523999999976,40.1351658779976
195,1f4g,-21105.0673,21496.6895,-35439.6175,-7264.3089,102.1696,-21019.511,21287.7736,-35087.4884,-7323.5989,103.8027,-143.7387,208.9159,-281.2027,-75.3025,3.8505,-47912.2545,-5378.6819,-35439.6175,-7196.1248,102.1696,-47554.3518,-5314.1195,-35087.4884,-7256.5467,103.8027,-357.3042,-7.6824,-281.2027,-72.2696,3.8505,-8.952450842,1.30240000000049,10.2548508420005
196,1f4x,-14252.7465,18804.4481,-29557.1929,-3593.2799,93.2782,-14256.0956,18654.9521,-29400.4954,-3604.1635,93.6111,-3.5298,149.496,-120.9361,-34.7743,2.6846,-33530.7827,-425.7033,-29557.1929,-3641.1646,93.2781,-33349.4244,-388.1256,-29400.4954,-3654.4145,93.6111,-160.6154,-4.4891,-120.9361,-37.8748,2.6846,-7.722870402,-26.2096999999994,-18.4868295979994
